comment,date,source,rating
"Friendly environment
Good service",27-06-2019,google,
"Very nice place , nice place to purchase  try to meet rahul pandey sir for full specification and clarification . gentle man .   I m in love with mi",26-06-2021,google,
"Well connected place, but not much discount.",30-08-2023,google,
#micommerce rishpal singh nice guy managing all protocols which are required in this current situation. Very much thankful to him,26-06-2020,google,
Thanksgiving nice service,26-02-2024,google,
It's amazing store then environment are owsm staff member mr rishpal very sporting then good knowledge thanku mi,27-06-2019,google,
Staff is so good and special thanx to mr. Ranjeet ji he feel so comfortable with him and he attend us so beautifully.,27-06-2019,google,
"Very good place having all MI gadgets ....
Very helpful crew members ..mr.ranjit gives full efforts for customer satisfaction.",27-06-2019,google,
I had the brilliant experience by Nitin Singh he his good customer handling experience to support the customer,26-06-2021,google,
How nice this place..the staff is so friendly and helpful. They are really hardworking people.,27-06-2019,google,
#mi commerce it's a very good service  with delivery time to time and staff behaviour very good thanku mi home,26-06-2020,google,
So much supported staff specially ranjeet ji. He helped me. And store is so nice.,27-06-2019,google,
Staff is very cooperative and great experience visiting MI home. Keep us the good work!!,27-06-2019,google,
Wonderfull store n delightful staff with customer friendly behaviour ..thanks preet,27-06-2019,google,
Mi home is a very owsm then all model r available in our store and very nice mi home staff,27-06-2019,google,
It's a great place to get all Mi products. Very supportive staff.,26-06-2022,google,
"Such great experience in this store, very supportive staff and good demo product. Thanks buddy",26-06-2020,google,
Very good behaviour staff specialy Krishan ...very good covencing...,26-06-2022,google,
"Good job , the service was excellent and despite the cornavirus pandemic we were attended very nicely",26-06-2021,google,
Had an amazing experience buying at the store. I loved the Mobile Phone. Thanks Ranjit Singh,27-06-2019,google,
Very nice experience then staff always very good thanku mi,27-06-2019,google,
Good behaviour,26-02-2024,google,
Fast amd efficient staff. Satisfied with their service and product looks alright. Thanks.,27-06-2019,google,
It's a very nice store then location r near about staff kwladge  good,27-06-2019,google,
Nice 👍👍 …,26-02-2024,google,
Nicely explained all the details of the product we needed. Keep up the good work Gaurav and Nitin.,27-06-2019,google,
I purchased POCO F1 from MI home RDC. There is so much supportive staff and Mr. Gaurav is really helpful.,27-06-2019,google,
Very rude behavior they don't know how to deal customers. Only misbehaving,26-06-2022,google,
Awesome people around here. Quality served was very high. Would highly recommend this place!,27-06-2019,google,
"Good staf very good behavior specly kirshan staf person....
Good services",26-06-2022,google,
This store is very nice then environment is very good nd staff nature also good over all gpod,27-06-2019,google,
"Best place to buy mi phones, good customer assistance contacted with rishipal singh, get good deal here.",26-06-2021,google,
It's a good place to visit for MI products. Staff well educated and responsive.,26-06-2021,google,
Such great service like I think delivered in as comments in telephone.thansk Team.,26-06-2020,google,
It's kaam store then environment very good staff so nice spacial mr rishpal,27-06-2019,google,
Nice staff and product availability is also proper,27-06-2019,google,
"Fantabulous host. Provided best details of variety of products. Purchased two mobiles, instead of one.",27-06-2019,google,
Staff not give good service to customer because no anybody pick customer call,26-06-2021,google,
Great products at very reasonable prices. Staff is really helpful enthusiastic.,27-06-2019,google,
Most amazing jobs by mi Home guy's.micommerc throgh delivered products nice Vipul.,26-06-2020,google,
"very rude, lack of knowledge staff. they do mistake and later blame customer. not ready to accept their fault. when ask for manager number , cut the call.",26-06-2021,google,
"Located in the heart of Ghaziabad. A place where you can all the latest range of smartphones, LEDs & other accessories offered by Xiaomi",26-06-2020,google,
Wonderfull experience with mr ranjeet singh. Nice shopping experiwnce.. thanks MI,27-06-2019,google,
Ranjeet singh is nice guy and Supported. In future want to buy another product from him,27-06-2019,google,
"It was awesome experience at mi store ,got the best deal .....the way we were attended by mi store worker was awesome.....",27-06-2019,google,
Very good service ...helpful staff member Nitin Singh,27-06-2019,google,
Nice experience to visit here... Official person are also good in behaviour,27-06-2019,google,
Friendly staff. Good product range. Nice experience.,27-06-2019,google,
"Awesome+ Unique+ upto the mark... Multitalent, Experienced and so gently dealing with customers",27-06-2019,google,
Very good service provide by RDC team..I am very happy with Mi commerce...,26-06-2021,google,
Nice store,27-03-2024,google,
Beauriful customer care.... Perfect place to buy mobile.... Thumbs up to the team,27-06-2019,google,
Finally Xiaomi did it offline store for every Innovative product of their company at online price,27-06-2019,google,
Sales staff Mr Yashpal is well mannered and explain the features very well,27-06-2019,google,
Nice store environment are very good then staff owsm,27-06-2019,google,
It's very good communication and good service.thanks to all for support me,27-06-2019,google,
Worst experience of customer support from the persons available at the store. They deny their commitmenta. Worst way to talk to customers.,26-06-2021,google,
It's a very nyc store very good staff thanx mi,26-06-2020,google,
Good store worth visiting goid range and nice staff.,26-06-2021,google,
It's a amazing mi home vgud location gud service staff is very gud,27-06-2019,google,
Very nice store and location r very owsm then very good staff,27-06-2019,google,
Everything is good in store. Beautiful store. Clean. All people are good in your store.,27-06-2019,google,
"Perfectly fine 🙂
Good products and affordable prices 👌 …",26-06-2022,google,
"Good service, enough stock. Ranjeet, good person, wish you all the best.",27-06-2019,google,
"Good staff and good dealing
Best store in location",27-06-2019,google,
Nice store no need to purchase online all model and colour variations available at store,27-06-2019,google,
Very humble staff and also having good knowledge of the product,26-06-2020,google,
It's a owsm store mi home location is very nice then staff is good,27-06-2019,google,
"Good too see the helpful staff mr nitin, ,helped me lot to find out my new mobile, thanks.",27-06-2019,google,
#mi commerce  best products # thanks Rishpal singh for best service and on time delivery of our products,26-06-2020,google,
Amazing ambience good experience with skilled staff namely Mr.Gourav Sharma,27-06-2019,google,
Good.I found what i desire and installation at same day. good service overall,26-06-2020,google,
"Awesome experience in store, Mr. gaurav is very helpful and understanding...",27-06-2019,google,
Ranjeet singh.as such a nyc staff who deal me in his store..excellent work.,27-06-2019,google,
Mi home its a owsm becous staff is very gud then gud product knwldge so m very happieee,27-06-2019,google,
I had a great experience and i am loving my new mi band3,27-06-2019,google,
Fast service in work days & on weekend you'll wait ...& Sometimes you'll wait so long may be for hours,27-06-2019,google,
Good service,26-02-2024,google,
Very helpful staff and all mi goods and stuff present,26-06-2021,google,
I got an osm phn from here services were very gud☺️ satisfied ❤️,26-06-2021,google,
Good service and nice behavior of staff.,27-06-2019,google,
Its amazing store like all product are available thanxx mi,27-06-2019,google,
"Nice  store for product  ,reason  wise they  very  helpful 😊 …",26-06-2021,google,
Great Place to experience and shop for all Xiaomi products. Excellent shopping experience :-),26-06-2021,google,
Very good staff and ranjeet ji is so good behavior,27-06-2019,google,
Good staff behavior.... Really appreciate the help got from them....,27-06-2019,google,
The store is pretty good. And the service was really nice.,27-06-2019,google,
Nice store thent location to very near about and staff is very good,27-06-2019,google,
"Good and Friendly Environment .
Must provide discounts if visiting stores",26-06-2020,google,
"Nice discount on mobile and good service
By ranjeet singh",27-06-2019,google,
The atmosphere of the area is naturally good & all employees are good coperate behavior.,26-06-2020,google,
Very nice store irs amzing location for near about then good staaf,27-06-2019,google,
"Good response for Ranjit Singh , very great man In store",27-06-2019,google,
"It's a good place
Ranjit sir attended us
Good showroom",27-06-2019,google,
It's a very nice store then staff is very gud,27-06-2019,google,
Nice,27-03-2024,google,
It's been great with dealing with executive (Ranjeet) really helpfull,27-06-2019,google,
#mi commerce services are the very good Thanku MI home RDC and thanks for the MI home all team,26-06-2020,google,
Store ND anvironment and staff very cool ND nice mr.rishpal singh is nature very attractive,27-06-2019,google,
Very good service from Mr. Gaurav Sharon Ji.,27-06-2019,google,
This is just awesome the shop is so adorable & the location is also fantastic,27-06-2019,google,
Met Ranjeet when buy   fit bithrx  service is good n best of luck for future,27-06-2019,google,
Nice Experience especially thanks to Mr Ranjeet for his cooperation..,27-06-2019,google,
nice store,26-02-2024,google,
"There is a negative sales here, they want to sell mobile what they want , they manipulate the customer by saying negative feedback for particular model or not in stock",27-06-2019,google,
Amazing experience with quick service given by Mr. Ranjeet,27-06-2019,google,
Went to buy robot vacuum mop but their demo model was faulty 😂 …,26-06-2022,google,
Thanks guy's for reach at my end .nice jobs #micommerce,26-06-2020,google,
Nice service,26-02-2024,google,
It's very gd experience to visiting this showroom. Gd communication with Gaurav Sharma.,27-06-2019,google,
Awesome experience bat Mi Home RDC and staff behavior is so good,27-06-2019,google,
Nice and friendly service specifically mr. ranjeet,26-06-2020,google,
Amazing service and product too thank you MI for this,27-06-2019,google,
"Excellent service, wide range of products, helful staff",27-06-2019,google,
Owsm store then environment is very good nd staff also very nice,27-06-2019,google,
Great palace,26-02-2024,google,
It's amazing store then very nyc store staff,27-06-2019,google,
Good staff behaviour good service,27-06-2019,google,
Staff  knowledge is good and all model available at store,27-06-2019,google,
"My experience in mi home is so good, And thanks thanks for ranjeet singh 👍👍 …",27-06-2019,google,
Nice store and envirment are good then location is near about,27-06-2019,google,
Good experience I had purchased mi tv 32 inches from there.,27-06-2019,google,
Best staff behavior good store experience,27-06-2019,google,
Good,26-02-2024,google,
Excellent Staff nd  store ambience is very good.,26-06-2020,google,
i had a great experience with MI HOME RDC Ghaziabad in purchasing products.,27-06-2019,google,
Nice environment,26-02-2024,google,
Thanks #micommerc for delivering my product . good service.,26-06-2020,google,
Thank you for such a good service Mr Sandeep,26-06-2020,google,
Good behavior and best services by gaurav sharma,27-06-2019,google,
Better,26-02-2024,google,
A very helpful staff with good knowledge of product.,27-06-2019,google,
Best products at best price and friendly customer service,27-06-2019,google,
Good experience and nice staff support,27-06-2019,google,
Amazing store then r gud staff,27-06-2019,google,
Good store good quality phone staff is very good,26-06-2020,google,
Amezing experience at visit to store positive staff behavior,26-06-2020,google,
Best place to buy MI product in ghaziabad they are offical MI Store in ghaziabad.,26-06-2020,google,
Its a owsm store then location is near about nd staff is nice,27-06-2019,google,
Excellent special Rishpal Singh is very good representative of outlet,27-06-2019,google,
Very good experience good people love to come again..,26-06-2020,google,
"Arun nagar has nice knowledge...
Good to purchase mi",27-06-2019,google,
I'm buying mi phone at store and is experience is too good,27-06-2019,google,
Nice place for mi experience.Must visit for mi products nearby .,27-06-2019,google,
"Very satisying. Ranjeet Singh is very helpful, considerate and sincere.",27-06-2019,google,
Nice,27-01-2024,google,
Verry good customer experience by Ranjeet Singh,27-06-2019,google,
Good showroom with good staff and have good communication skills with customer...,27-06-2019,google,
"Surprisingly wide range of products.
Expect to see more in the near future.",27-06-2019,google,
A one store our staff is very good,27-06-2019,google,
It is always a good experience to visit Mi Store in RDC Ghaziabad,27-06-2019,google,
Very prompt service. Must visit place 👍🏻 …,27-06-2019,google,
Nice service by vipul #micommerce delivery the commitment.,26-06-2021,google,
"Almost all products are available all time
Staff is good and helpful",27-06-2019,google,
Super customer behaviour. Keep it up....,27-06-2019,google,
Great service! Would like to visit again.,27-06-2019,google,
Nice service in store. Keep it up.,27-06-2019,google,
It's nice store then environment are good,27-06-2019,google,
Good staff behavior good product knowledge,27-06-2019,google,
Nice store and nice staff gud work,27-06-2019,google,
Very nice service mi home RDC Thanks RDC Team,26-06-2021,google,
"Nitin

Thank you so much for delivering immediately at the time i needed mobile.",26-06-2020,google,
Thanks team good supporting and provided the mobile on micommerce.,26-06-2020,google,
Good service and great price offers,27-06-2019,google,
Awsome shop and great employee of rdc mi store,27-06-2019,google,
Really nice store very environment then good staff,27-06-2019,google,
Worst service. They haven't come for installation. Neither have they delivered the free speaker,26-06-2022,google,
Beautiful store. Good customer service.,27-06-2019,google,
Very nice store then location is good,27-06-2019,google,
Bad Experience,26-02-2024,google,
Good staff behaviour nice store,27-06-2019,google,
New opening... Good products... Good service and availability,27-06-2019,google,
Comment,Date,source,
"Still putting ads in a premium, flagship phone is almost criminal.",23-06-2024,youtube,
I’ll do 0.00001 pushup for every like this comment gets,23-06-2024,youtube,
"I like that camera grip option! Given cameras are a huge factor in phones these days I have no idea why manufacturers don't offer more than the flat slab with a few normal lenses. Theres room for full optical lenses these days, especially given battery demands and balance/ergonomic issues. I'd love to see a M43 mount over a big sensor or an optical zoom lens like an updated Galaxy Zoom. There's so much that could be done if they weren't resigned to the same form factor.",23-06-2024,youtube,
you should review the ulefone armor 24 (i love your content its easily understandable and its nice to see all the new tech innovations or just some stuff i didnt know about yet keep up the good work!),23-06-2024,youtube,
"I have the 14 Ultra myself, and i have to say the camera grip accessory is a game changer for taking pics/vids, makes it feel like a legitimate digital camera, and definitely a head turner to anyone ive shown the phone to haha.",23-06-2024,youtube,
"bruuuuh, that drop dropped my soul alongside it, this is what rich people are capable of",23-06-2024,youtube,
"pls make a video about their base variations i beg,ur videos are the only one I understand and enjoy watching",24-06-2024,youtube,
I got used to Xiaomi OS and yes its very smooth. Very clever phone. Still learnig it. Hyper Os,23-06-2024,youtube,
"While the S24 Ultra is a better phone overall, I gotta hand it to the Xiaomi 14 Ultra for its camera innovations, and daring to do something different. Having a charger in box is a great bonus!",23-06-2024,youtube,
MAN THAT CATCH️,23-06-2024,youtube,
Hey I've always wondered if Best Buy's open box items are worth it or reliable. What are your thoughts on them?,23-06-2024,youtube,
"I'd be curious about a comparison between the standard Xiaomi 14 and S24, mainly because those are the versions I'd actually be considering.",23-06-2024,youtube,
"W editors the video was fun to watch
Since no one appreciates them that often ️",23-06-2024,youtube,
"The Huge Camera Bump, the Camera Grip Case/Power Bank, the Lanyard... Nokia did all of these 11 years ago with their legendary Lumia 1020.
The good old Lumia days...",23-06-2024,youtube,
I have the a15 5g and im ngl within a few seconds you pointed out somethings i never knew/payed attention to on my phone.,23-06-2024,youtube,
That hand  in backround  was coming to Grab the Box from nowhere,23-06-2024,youtube,
"The camera bump is an actual hassle on my Xiaomi 13 Ultra.. until I've used it for a month, then it becomes a really great location to rest your finger.. it's actually a very convenient design",23-06-2024,youtube,
"Im using Xiaomi 14 for the last 3 weeks and i haven't encountered any ads in the phone, you can turn off fhe personalised ads in the settings then there will be no ads .The new os hyperOS is really smooth comparing iwith miui .also there is a ton of features in the camera.if you  love photography go for Xiaomi 14 ultra the device will never let you down.",23-06-2024,youtube,
those are definitely not just decorative camera rings I’m sure they’re there to hold like polarized lens filters and such,23-06-2024,youtube,
"Excellent review, thank you",24-06-2024,youtube,
"I like the video size ratio you are using, utilising most of the screen with narrow black stripes on the side. Video is also informative, thanks",23-06-2024,youtube,
hey editors you are like the best editors stuck on to the best tech channel,23-06-2024,youtube,
I know this has nothing to do with tech but u have such a great personality that I think you would be great in the game show the traitors. I think it would be epic,23-06-2024,youtube,
I recommend doing every Sega Console ever. Love your Videos btw.,23-06-2024,youtube,
"Also in hyoeros, when you apply themes, the system ui also changes which gives a completely new feel every time",23-06-2024,youtube,
"Xiaomi removing ads in some countries, and improving upon this video would be absolute happs…",23-06-2024,youtube,
Very superb on point comparison,25-06-2024,youtube,
Damn. Those photos really look beautiful... But I guess you could get the same processing from the non-ultra versions too.,23-06-2024,youtube,
"That ""Aliens might have chest hair"" stuff   blown me away",23-06-2024,youtube,
I'm here to contribute nothing to the comment section,23-06-2024,youtube,
Thanks for this review. I really love photography and music. the cameras on the Xiaomi 14 Ultra looks better. Am really battling which to get between the two.,23-06-2024,youtube,
That variable aperture is super cool!,23-06-2024,youtube,
"Let's gooo.
Thanks man I was waiting for this.",23-06-2024,youtube,
i have been thinking about getting the zenfone 10 and now im gonna get the xaomi thank you mrwhosetheboss ive been watching your videos for aout 7 years now and its crazy how you went from so quiet to so open so quickly keep it up,23-06-2024,youtube,
The comparison graphics were so good this time,23-06-2024,youtube,
"Coordinated video, beautiful editing, I love it",21-06-2024,youtube,
"i love how Arun always says US and not YOU or I, realyl makes you feel like you are just as normal as he is, also love the shirt!",23-06-2024,youtube,
Editing keeps getting better every vid!,23-06-2024,youtube,
"ICYMI @, Quite smartly done mrwhosetheboss by typing 'subscribe please'    genuinely like that haha",13-06-2024,youtube,
Now THAT'S a true flagship unboxing experience. They didn't even have to include a case but they still did. Good old Xiaomi I hope they never change,23-06-2024,youtube,
I watched oneplus 12pro review both marques and you. There were so many thing that he just missed. Thank you for doing the kind of research and putting in the time so that we can make a more informed decision. Thank you,23-06-2024,youtube,
cant imagine what phone cameras would look like in the future,23-06-2024,youtube,
Where do i buy the Xiaomi 14 Ultra? Im from the US,24-06-2024,youtube,
Bro just pissed off the MI in the entire video and gave all the cool details at the last minute by giving no points to it,23-06-2024,youtube,
let my bro free,23-06-2024,youtube,
Hey next can you do a best budget phones of 2024 which includes poco x6 pro and how other budget phones in that price range compare against it and which is the best budget phone which ticks all of the boxes.,23-06-2024,youtube,
I love the video editing 10/10,23-06-2024,youtube,
"What is he working on right know, waiting for package delivery?
I need the new video!",23-06-2024,youtube,
I have waited for this for a year or so ( since the 13 ultra vs 14 pro max video ) good job as always,23-06-2024,youtube,
I was waiting on you for this in fact today I woke up to check if you have posted this specific review of the Mi 14 ultra and today you came up prompts ! Thanks Arun,23-06-2024,youtube,
"Thanks for the detailed review, Looking for your  review on Honor Magic 6 pro",23-06-2024,youtube,
"Hey, just a cool video idea, u can compare an old flagship phone ( iphone or samsung, like iphone 6 for example) to a new budget phone, it can make some fun comparisons",23-06-2024,youtube,
"I would have loved a solo review before a comparison video!  

Great one either way!",23-06-2024,youtube,
"Finally watching your 14 ultra Video...
I've been waiting for this video for a long time...",23-06-2024,youtube,
"Random question, but are you able to do a review on the phones you can buy off Amazon? I live in Canada and I keep seeing ads for UMIDIGI and Ulefone . Some of them have crazy specs like 100 megapixel cameras 25 megapixel night vision camera etc would be interesting to see a good video.",23-06-2024,youtube,
Great shirt! :D,22-06-2024,youtube,
I've been watching your videos since 2019-20 and the improvements are Insane!,23-06-2024,youtube,
Arun has grown so much as a content creator and I love it,23-06-2024,youtube,
Thinking step up rings are decorative hahah,24-06-2024,youtube,
I was waiting for this video,23-06-2024,youtube,
I watched oneplus 12pro review both marques and you. There were so many thing that he just missed. Thank you for doing the kind of research and putting in the time so that we can make a more informed decision. Thank you,23-06-2024,youtube,
cant imagine what phone cameras would look like in the future,23-06-2024,youtube,
Where do i buy the Xiaomi 14 Ultra? Im from the US,24-06-2024,youtube,
Bro just pissed off the MI in the entire video and gave all the cool details at the last minute by giving no points to it,23-06-2024,youtube,
let my bro free,23-06-2024,youtube,
Hey next can you do a best budget phones of 2024 which includes poco x6 pro and how other budget phones in that price range compare against it and which is the best budget phone which ticks all of the boxes.,23-06-2024,youtube,
I love the video editing 10/10,23-06-2024,youtube,
"What is he working on right know, waiting for package delivery?
I need the new video!",23-06-2024,youtube,
I have waited for this for a year or so ( since the 13 ultra vs 14 pro max video ) good job as always,23-06-2024,youtube,
I was waiting on you for this in fact today I woke up to check if you have posted this specific review of the Mi 14 ultra and today you came up prompts ! Thanks Arun,23-06-2024,youtube,
"Thanks for the detailed review, Looking for your  review on Honor Magic 6 pro",23-06-2024,youtube,
"Hey, just a cool video idea, u can compare an old flagship phone ( iphone or samsung, like iphone 6 for example) to a new budget phone, it can make some fun comparisons",23-06-2024,youtube,
"I would have loved a solo review before a comparison video!  

Great one either way!",23-06-2024,youtube,
"Finally watching your 14 ultra Video...
I've been waiting for this video for a long time...",23-06-2024,youtube,
"Random question, but are you able to do a review on the phones you can buy off Amazon? I live in Canada and I keep seeing ads for UMIDIGI and Ulefone . Some of them have crazy specs like 100 megapixel cameras 25 megapixel night vision camera etc would be interesting to see a good video.",23-06-2024,youtube,
Great shirt! :D,22-06-2024,youtube,
I've been watching your videos since 2019-20 and the improvements are Insane!,23-06-2024,youtube,
Arun has grown so much as a content creator and I love it,23-06-2024,youtube,
Thinking step up rings are decorative hahah,24-06-2024,youtube,
I was waiting for this video,23-06-2024,youtube,
Butt cheek pimples really put arun off,23-06-2024,youtube,
"Glad you uploaded a video, hope your back more often. I enjoy your videos.",23-06-2024,youtube,
Great video!,23-06-2024,youtube,
Thanks for this review.,23-06-2024,youtube,
"not sure but the sound of this video is different, but as always, great review",23-06-2024,youtube,
"Love your videos! What do you do with all the tech that you buy and review, the big items I assume goes back to the manufacturer?",23-06-2024,youtube,
"did I get used to the newer style of videos or is this video a bit more like your older videos, a lot less fast paced, over the top and calmer. I enjoy calmer videos much more",23-06-2024,youtube,
"just a curious question, what do you do with cellphones when you're done with the content?",23-06-2024,youtube,
"Thanks a lot, I have been waiting for this video for 2 months",23-06-2024,youtube,
Just here to appreciate the the thumbnail literally a very CREATIVE thumbnail,23-06-2024,youtube,
"Arun, as always thanks for your time & great Infotainment, & if you think the unboxing you had was great, imagine my surprise when I went to the store to pick it up & the box was brought in by a forklift! Ok, it was not a forklift but my goodness the box was Huge! 
At just under US$1200, it came with,
The 90w brick, the 80W wireless charger (so we can charge wirelessly faster than apple & the s24 charges wired ), a beautiful textured black everyday-case & the camera kit.
The unboxing experience was next level & as it was the first 14U the store sold, all eyes were on it. So on top of all that, the store gave out a fab backpack & a pair of earpads too   
I have a 5mnt vid on it, if y'all wanna see what that box was like - MAD! 
Almost two months since the purchase & I am absolutely loving this phone & everything it came with",22-06-2024,youtube,
Hey are u ganna do a best phones of 2024 video after the iphone 16s release,23-06-2024,youtube,
Nice! I really hope that Honor Magic Pro 6 will be next on your channel! I want to buy it and I told my self I will not do that unless I will see you testing it first,23-06-2024,youtube,
"This is the first time I actually smiled for your quirky sub-one-liners . The others were okay, but this one brought me to the comments .",23-06-2024,youtube,
"Who's catching the box at the back, that was cool",23-06-2024,youtube,
Maybe a heavier and thicker case might do it to be comfortable with it. It'll make the back of the phone flat and balance the heavy camera,23-06-2024,youtube,
I'm really not sure about some of the software issues. Did you allow some weird website to send you notification while using the browser? And did you opt into lockscreen during SUW? Because I have none of those on my phone.,23-06-2024,youtube,
"A cam comparison of the 2 phones, including moon zoom shots would be gr8...",23-06-2024,youtube,
Nice review! Would like to know if the 14 ultra photography kit fits and works on the 13 ultra,23-06-2024,youtube,
It's still crazy how expensive peripherals like case and screen protectors are over there,23-06-2024,youtube,
"not sure but the sound of this video is different, but as always, great review",23-06-2024,youtube,
"Love your videos! What do you do with all the tech that you buy and review, the big items I assume goes back to the manufacturer?",23-06-2024,youtube,
"did I get used to the newer style of videos or is this video a bit more like your older videos, a lot less fast paced, over the top and calmer. I enjoy calmer videos much more",23-06-2024,youtube,
"just a curious question, what do you do with cellphones when you're done with the content?",23-06-2024,youtube,
"Thanks a lot, I have been waiting for this video for 2 months",23-06-2024,youtube,
Just here to appreciate the the thumbnail literally a very CREATIVE thumbnail,23-06-2024,youtube,
"Arun, as always thanks for your time & great Infotainment, & if you think the unboxing you had was great, imagine my surprise when I went to the store to pick it up & the box was brought in by a forklift! Ok, it was not a forklift but my goodness the box was Huge! 
At just under US$1200, it came with,
The 90w brick, the 80W wireless charger (so we can charge wirelessly faster than apple & the s24 charges wired ), a beautiful textured black everyday-case & the camera kit.
The unboxing experience was next level & as it was the first 14U the store sold, all eyes were on it. So on top of all that, the store gave out a fab backpack & a pair of earpads too   
I have a 5mnt vid on it, if y'all wanna see what that box was like - MAD! 
Almost two months since the purchase & I am absolutely loving this phone & everything it came with",22-06-2024,youtube,
Hey are u ganna do a best phones of 2024 video after the iphone 16s release,23-06-2024,youtube,
Nice! I really hope that Honor Magic Pro 6 will be next on your channel! I want to buy it and I told my self I will not do that unless I will see you testing it first,23-06-2024,youtube,
"This is the first time I actually smiled for your quirky sub-one-liners . The others were okay, but this one brought me to the comments .",23-06-2024,youtube,
"Who's catching the box at the back, that was cool",23-06-2024,youtube,
Maybe a heavier and thicker case might do it to be comfortable with it. It'll make the back of the phone flat and balance the heavy camera,23-06-2024,youtube,
I'm really not sure about some of the software issues. Did you allow some weird website to send you notification while using the browser? And did you opt into lockscreen during SUW? Because I have none of those on my phone.,23-06-2024,youtube,
"A cam comparison of the 2 phones, including moon zoom shots would be gr8...",23-06-2024,youtube,
Nice review! Would like to know if the 14 ultra photography kit fits and works on the 13 ultra,23-06-2024,youtube,
It's still crazy how expensive peripherals like case and screen protectors are over there,23-06-2024,youtube,
The video we all been waiting for. A camera comparison would be nice,23-06-2024,youtube,
I cant feel my legs because i sat to too long on the toilet,23-06-2024,youtube,
Brother can you make Samsung s24 ultra vs Google pixel 8 pro,23-06-2024,youtube,
i bought the galaxy 24 ultra on launch and omg you put into words why the typing feels so nice,23-06-2024,youtube,
i love the fact that you always do so much research and never fail to exceed my expectations,23-06-2024,youtube,
Awesome content and video comprision as always Arun brother,23-06-2024,youtube,
You should make a video about  the different types of keyboard switches,23-06-2024,youtube,
I have been using the S24 Ultra and a canon DSLR side by side . I am very impressed with the S24 Ultra optimization..now how you take the photos matter,23-06-2024,youtube,
Those problems are all fixable from setting ! I didn't expect this from you A A ron,23-06-2024,youtube,
Wow your video edits is perfect at every moment,23-06-2024,youtube,
who saw the hand and the legendary catch in the background,23-06-2024,youtube,
"Its funny how youtube try to change something, but we still find a loop hole lmfao",23-06-2024,youtube,
ok bro...that throw and phone catch was smooth...just wondering how many takes it took ....thanks for a great review,23-06-2024,youtube,
Thank you Aaron. Now i can feel peace to see you back into your delicious review.,23-06-2024,youtube,
"Bruh, I wish to see you do Honor Magic 6 Pro too. :D",24-06-2024,youtube,
"Next you should review the BYD Seal, probably the best car for its price, or even on the market of the electric catagory",23-06-2024,youtube,
"i really love the grip thing for the camera with the shutter button and zoom clip,its pretty useful",23-06-2024,youtube,
Watching this makes me jealous of not being able to afford phones like that.. Still going strong with my Redmi Note 8 Pro. Will hopefully be able to afford one by the end of the year and hopefully the prices will drop as well because the new Xiaomi 14 ultra looks sick!,23-06-2024,youtube,
Really interesting video about physical nes,24-06-2024,youtube,
"Been using xiaomi for 4 years now because of how cheap their phones are compared to the competition while offering similar specs. The ads in the apps problem isnt an issue for me specifically since I enjoy tweaking things and removed all their ad infested bloatware via ADB and installed other apps to do the same tasks. The camera on my current 12 pro is insane even being almost 3 years old. It still runs insanely smoothly too and can handle many mobile games effortlessly. The battery used to be great but after 2 years of usage, it's really starting to show its age. But despite this, the massive power brick with fast charging can get me back up to 80% in",23-06-2024,youtube,
i bought the galaxy 24 ultra on launch and omg you put into words why the typing feels so nice,23-06-2024,youtube,
i love the fact that you always do so much research and never fail to exceed my expectations,23-06-2024,youtube,
Awesome content and video comprision as always Arun brother,23-06-2024,youtube,
You should make a video about  the different types of keyboard switches,23-06-2024,youtube,
I have been using the S24 Ultra and a canon DSLR side by side . I am very impressed with the S24 Ultra optimization..now how you take the photos matter,23-06-2024,youtube,
Those problems are all fixable from setting ! I didn't expect this from you A A ron,23-06-2024,youtube,
Wow your video edits is perfect at every moment,23-06-2024,youtube,
who saw the hand and the legendary catch in the background,23-06-2024,youtube,
"Its funny how youtube try to change something, but we still find a loop hole lmfao",23-06-2024,youtube,
ok bro...that throw and phone catch was smooth...just wondering how many takes it took ....thanks for a great review,23-06-2024,youtube,
Thank you Aaron. Now i can feel peace to see you back into your delicious review.,23-06-2024,youtube,
"Bruh, I wish to see you do Honor Magic 6 Pro too. :D",24-06-2024,youtube,
"Next you should review the BYD Seal, probably the best car for its price, or even on the market of the electric catagory",23-06-2024,youtube,
"i really love the grip thing for the camera with the shutter button and zoom clip,its pretty useful",23-06-2024,youtube,
Watching this makes me jealous of not being able to afford phones like that.. Still going strong with my Redmi Note 8 Pro. Will hopefully be able to afford one by the end of the year and hopefully the prices will drop as well because the new Xiaomi 14 ultra looks sick!,23-06-2024,youtube,
Really interesting video about physical nes,24-06-2024,youtube,
"Been using xiaomi for 4 years now because of how cheap their phones are compared to the competition while offering similar specs. The ads in the apps problem isnt an issue for me specifically since I enjoy tweaking things and removed all their ad infested bloatware via ADB and installed other apps to do the same tasks. The camera on my current 12 pro is insane even being almost 3 years old. It still runs insanely smoothly too and can handle many mobile games effortlessly. The battery used to be great but after 2 years of usage, it's really starting to show its age. But despite this, the massive power brick with fast charging can get me back up to 80% in",23-06-2024,youtube,
what voodoo is that? Damn near broke my brain,23-06-2024,youtube,
This made me feel real good about getting the S24 Ultra,23-06-2024,youtube,
"when i saw that camera app lens transition, i was like, WOW, it transitions better than samsung camera app!",23-06-2024,youtube,
